2024-07-08 09:29:17.009 | WARNING  | common.read_exce_yaml_caes:get_excle_all_caes:43 - 这个文件【D:\rxx\./data/env_test/case_excle/~$case_data.xlsx】无法读取,原因:“[Errno 13] Permission denied: 'D:\\rxx\\./data/env_test/case_excle/~$case_data.xlsx'”,关闭excle再试试…… 
2024-07-08 09:29:38.356 | INFO     | common.exchange_data:post_pytest_summary:182 - {'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6IjBkNmIyNTJlLTU4MWMtNDExZC1hYWFhLTA5NjY0NmY5YmI1NSJ9.yNgQWr6klMaZCAJ_FhQg5bUiqwM_bR_iabxH2qhEec79NaYiDTsMVrdPjUXnXIUHlGlmfuynJNtlNKJIPsQ1YQ', 'username': 'admin', 'password': 'leyaun@2024', 'url': 'http://portal-test.haierschool.cn/', 'env': 'test', '_TOTAL': '4', '_PASSED': '0', '_ERROR': ' 0', '_FAILED': ' 0', '_SKIPPED': ' 0', '_TIMES': '22.05 s', '_SUCCESS_RATE': '0.0', 'PROJECT_NAME': '海尔学校-自动化接口测试'}
2024-07-08 09:29:55.944 | WARNING  | common.read_exce_yaml_caes:get_excle_all_caes:43 - 这个文件【D:\rxx\./data/env_test/case_excle/~$case_data.xlsx】无法读取,原因:“[Errno 13] Permission denied: 'D:\\rxx\\./data/env_test/case_excle/~$case_data.xlsx'”,关闭excle再试试…… 
2024-07-08 09:29:56.096 | WARNING  | conftest:env_url:23 - 执行环境为：【test】 http://portal-test.haierschool.cn/
2024-07-08 09:29:56.098 | INFO     | conftest:start_end:28 - ===============================================================================================华丽的分割线【开始】===============================================================================================
2024-07-08 09:29:56.107 | INFO     | common.condition:skip_if:25 - 
2024-07-08 09:29:56.112 | INFO     | common.api_request:api_request:130 - 接口地址：http://portal-test.haierschool.cn/v/login
2024-07-08 09:29:56.113 | INFO     | common.api_request:api_request:131 - 请求头：{}
2024-07-08 09:29:56.113 | INFO     | common.api_request:api_request:132 - 请求方法：post
2024-07-08 09:29:56.114 | INFO     | common.api_request:api_request:133 - 参数类型：json
2024-07-08 09:29:56.115 | INFO     | common.api_request:api_request:134 - 请求参数：{'username': '22058381', 'password': 'Rxx7758521', 'sysType': '2'}
2024-07-08 09:29:56.115 | INFO     | common.api_request:api_request:135 - 上传文件：{}
2024-07-08 09:29:56.868 | INFO     | common.api_request:api_request:149 - 返回响应：{'msg': '操作成功', 'code': 200, 'mustUpdatePwd': False, 'userId': 3289, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6IjExM2RlYzU4LWE0ZDgtNGRiYi04NzViLTg3ZDczNmJkMDY5YSJ9.xjPeX3T5hv2YN7-8LqiuLqeaueSAAmxCTs70EaFqFmeRdlc0mFmlFpHFxQ4tJLJWuDYKrHPZ2a7atN4dlkGjnQ'}
2024-07-08 09:29:56.874 | INFO     | common.assert_api:assert_api:19 - {'msg': '操作成功', 'code': 200, 'mustUpdatePwd': False, 'userId': 3289, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6IjExM2RlYzU4LWE0ZDgtNGRiYi04NzViLTg3ZDczNmJkMDY5YSJ9.xjPeX3T5hv2YN7-8LqiuLqeaueSAAmxCTs70EaFqFmeRdlc0mFmlFpHFxQ4tJLJWuDYKrHPZ2a7atN4dlkGjnQ'}
2024-07-08 09:29:56.879 | INFO     | common.assert_api:assert_api:26 - 提取参数路径：{"token": "$.token"}
2024-07-08 09:29:56.880 | INFO     | common.assert_api:assert_api:27 - 参数池：{'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6IjExM2RlYzU4LWE0ZDgtNGRiYi04NzViLTg3ZDczNmJkMDY5YSJ9.xjPeX3T5hv2YN7-8LqiuLqeaueSAAmxCTs70EaFqFmeRdlc0mFmlFpHFxQ4tJLJWuDYKrHPZ2a7atN4dlkGjnQ', 'username': 'admin', 'password': 'leyaun@2024', 'url': 'http://portal-test.haierschool.cn/', 'env': 'test'}
2024-07-08 09:29:56.881 | INFO     | common.assert_api:assert_api:28 - 断言内容：[[200,"==","$.code","int"]],[["操作成功","==","$.msg","str"]]
2024-07-08 09:30:33.580 | INFO     | conftest:start_end:30 - ===============================================================================================华丽的分割线【结束】===============================================================================================
2024-07-08 09:30:33.602 | INFO     | conftest:pytest_terminal_summary:60 - 用例总数: 4
2024-07-08 09:30:33.602 | SUCCESS  | conftest:pytest_terminal_summary:61 - 通过用例: 0
2024-07-08 09:30:33.603 | ERROR    | conftest:pytest_terminal_summary:62 - 异常用例数: 0
2024-07-08 09:30:33.604 | ERROR    | conftest:pytest_terminal_summary:63 - 失败用例数: 0
2024-07-08 09:30:33.605 | WARNING  | conftest:pytest_terminal_summary:64 - 跳过用例数: 0
2024-07-08 09:30:33.605 | INFO     | conftest:pytest_terminal_summary:65 - 用例执行时长: 38.03 s
2024-07-08 09:30:33.605 | INFO     | conftest:pytest_terminal_summary:73 - 用例成功率:0.0
2024-07-08 09:30:33.606 | INFO     | common.exchange_data:post_pytest_summary:182 - {'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6IjExM2RlYzU4LWE0ZDgtNGRiYi04NzViLTg3ZDczNmJkMDY5YSJ9.xjPeX3T5hv2YN7-8LqiuLqeaueSAAmxCTs70EaFqFmeRdlc0mFmlFpHFxQ4tJLJWuDYKrHPZ2a7atN4dlkGjnQ', 'username': 'admin', 'password': 'leyaun@2024', 'url': 'http://portal-test.haierschool.cn/', 'env': 'test', '_TOTAL': '4', '_PASSED': '0', '_ERROR': ' 0', '_FAILED': ' 0', '_SKIPPED': ' 0', '_TIMES': '38.03 s', '_SUCCESS_RATE': '0.0', 'PROJECT_NAME': '海尔学校-自动化接口测试'}
2024-07-08 10:02:44.845 | WARNING  | common.read_exce_yaml_caes:get_excle_all_caes:43 - 这个文件【D:\rxx\./data/env_test/case_excle/~$case_data.xlsx】无法读取,原因:“[Errno 13] Permission denied: 'D:\\rxx\\./data/env_test/case_excle/~$case_data.xlsx'”,关闭excle再试试…… 
2024-07-08 10:02:45.009 | WARNING  | conftest:env_url:23 - 执行环境为：【test】 http://portal-test.haierschool.cn/
2024-07-08 10:02:45.015 | INFO     | conftest:start_end:28 - ===============================================================================================华丽的分割线【开始】===============================================================================================
2024-07-08 10:02:45.026 | INFO     | common.condition:skip_if:25 - 
2024-07-08 10:02:45.033 | INFO     | common.api_request:api_request:130 - 接口地址：http://portal-test.haierschool.cn/v/login
2024-07-08 10:02:45.033 | INFO     | common.api_request:api_request:131 - 请求头：{}
2024-07-08 10:02:45.034 | INFO     | common.api_request:api_request:132 - 请求方法：post
2024-07-08 10:02:45.035 | INFO     | common.api_request:api_request:133 - 参数类型：json
2024-07-08 10:02:45.037 | INFO     | common.api_request:api_request:134 - 请求参数：{'username': '22058381', 'password': 'Rxx7758521', 'sysType': '2'}
2024-07-08 10:02:45.037 | INFO     | common.api_request:api_request:135 - 上传文件：{}
2024-07-08 10:02:45.870 | INFO     | common.api_request:api_request:149 - 返回响应：{'msg': '操作成功', 'code': 200, 'mustUpdatePwd': False, 'userId': 3289, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6ImIyOTUzYjRlLWE5NzktNDZiOS04Y2IzLTIzYWRmNTU4OTMwNSJ9.V8wBQz7QQlhgv553SN_neVAI1GOliZ9kVc6rjwRD8rcPrxPJjcxPeCbwzoJg-oDJg1OKuA1G8HjBjy8uHbAi9Q'}
2024-07-08 10:02:45.874 | INFO     | common.assert_api:assert_api:19 - {'msg': '操作成功', 'code': 200, 'mustUpdatePwd': False, 'userId': 3289, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6ImIyOTUzYjRlLWE5NzktNDZiOS04Y2IzLTIzYWRmNTU4OTMwNSJ9.V8wBQz7QQlhgv553SN_neVAI1GOliZ9kVc6rjwRD8rcPrxPJjcxPeCbwzoJg-oDJg1OKuA1G8HjBjy8uHbAi9Q'}
2024-07-08 10:02:45.934 | INFO     | common.assert_api:assert_api:26 - 提取参数路径：{"token": "$.token"}
2024-07-08 10:02:45.935 | INFO     | common.assert_api:assert_api:27 - 参数池：{'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6ImIyOTUzYjRlLWE5NzktNDZiOS04Y2IzLTIzYWRmNTU4OTMwNSJ9.V8wBQz7QQlhgv553SN_neVAI1GOliZ9kVc6rjwRD8rcPrxPJjcxPeCbwzoJg-oDJg1OKuA1G8HjBjy8uHbAi9Q', 'username': 'admin', 'password': 'leyaun@2024', 'url': 'http://portal-test.haierschool.cn/', 'env': 'test'}
2024-07-08 10:02:45.936 | INFO     | common.assert_api:assert_api:28 - 断言内容：[[200,"==","$.code","int"]],[["操作成功","==","$.msg","str"]]
2024-07-08 10:04:14.856 | INFO     | conftest:start_end:30 - ===============================================================================================华丽的分割线【结束】===============================================================================================
2024-07-08 10:04:14.869 | INFO     | conftest:pytest_terminal_summary:60 - 用例总数: 4
2024-07-08 10:04:14.870 | SUCCESS  | conftest:pytest_terminal_summary:61 - 通过用例: 0
2024-07-08 10:04:14.870 | ERROR    | conftest:pytest_terminal_summary:62 - 异常用例数: 0
2024-07-08 10:04:14.870 | ERROR    | conftest:pytest_terminal_summary:63 - 失败用例数: 0
2024-07-08 10:04:14.871 | WARNING  | conftest:pytest_terminal_summary:64 - 跳过用例数: 0
2024-07-08 10:04:14.871 | INFO     | conftest:pytest_terminal_summary:65 - 用例执行时长: 90.45 s
2024-07-08 10:04:14.872 | INFO     | conftest:pytest_terminal_summary:73 - 用例成功率:0.0
2024-07-08 10:04:14.872 | INFO     | common.exchange_data:post_pytest_summary:182 - {'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6ImIyOTUzYjRlLWE5NzktNDZiOS04Y2IzLTIzYWRmNTU4OTMwNSJ9.V8wBQz7QQlhgv553SN_neVAI1GOliZ9kVc6rjwRD8rcPrxPJjcxPeCbwzoJg-oDJg1OKuA1G8HjBjy8uHbAi9Q', 'username': 'admin', 'password': 'leyaun@2024', 'url': 'http://portal-test.haierschool.cn/', 'env': 'test', '_TOTAL': '4', '_PASSED': '0', '_ERROR': ' 0', '_FAILED': ' 0', '_SKIPPED': ' 0', '_TIMES': '90.45 s', '_SUCCESS_RATE': '0.0', 'PROJECT_NAME': '海尔学校-自动化接口测试'}
2024-07-08 10:04:39.519 | WARNING  | common.read_exce_yaml_caes:get_excle_all_caes:43 - 这个文件【D:\rxx\./data/env_test/case_excle/~$case_data.xlsx】无法读取,原因:“[Errno 13] Permission denied: 'D:\\rxx\\./data/env_test/case_excle/~$case_data.xlsx'”,关闭excle再试试…… 
2024-07-08 10:04:39.683 | WARNING  | conftest:env_url:23 - 执行环境为：【test】 http://portal-test.haierschool.cn/
2024-07-08 10:04:39.685 | INFO     | conftest:start_end:28 - ===============================================================================================华丽的分割线【开始】===============================================================================================
2024-07-08 10:04:39.694 | INFO     | common.condition:skip_if:25 - 
2024-07-08 10:04:39.699 | INFO     | common.api_request:api_request:130 - 接口地址：http://portal-test.haierschool.cn/v/login
2024-07-08 10:04:39.700 | INFO     | common.api_request:api_request:131 - 请求头：{}
2024-07-08 10:04:39.701 | INFO     | common.api_request:api_request:132 - 请求方法：post
2024-07-08 10:04:39.701 | INFO     | common.api_request:api_request:133 - 参数类型：json
2024-07-08 10:04:39.702 | INFO     | common.api_request:api_request:134 - 请求参数：{'username': '22058381', 'password': 'Rxx7758521', 'sysType': '2'}
2024-07-08 10:04:39.703 | INFO     | common.api_request:api_request:135 - 上传文件：{}
2024-07-08 10:04:40.241 | INFO     | common.api_request:api_request:149 - 返回响应：{'msg': '操作成功', 'code': 200, 'mustUpdatePwd': False, 'userId': 3289, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6IjU2NjE1MWYwLWY1Y2UtNGUzMi04M2JiLWYzYTRmMGJhNDk2OCJ9.8xUBgBPNMIvOtYCv8TxUtN-Ffx4wxxZuls3cZkTw0kS7D-rhioA_xPOU_6691mgotZ94qyqCV4CD9mUrCysNSw'}
2024-07-08 10:04:40.246 | INFO     | common.assert_api:assert_api:19 - {'msg': '操作成功', 'code': 200, 'mustUpdatePwd': False, 'userId': 3289, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6IjU2NjE1MWYwLWY1Y2UtNGUzMi04M2JiLWYzYTRmMGJhNDk2OCJ9.8xUBgBPNMIvOtYCv8TxUtN-Ffx4wxxZuls3cZkTw0kS7D-rhioA_xPOU_6691mgotZ94qyqCV4CD9mUrCysNSw'}
2024-07-08 10:04:40.252 | INFO     | common.assert_api:assert_api:26 - 提取参数路径：{"token": "$.token"}
2024-07-08 10:04:40.252 | INFO     | common.assert_api:assert_api:27 - 参数池：{'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6IjU2NjE1MWYwLWY1Y2UtNGUzMi04M2JiLWYzYTRmMGJhNDk2OCJ9.8xUBgBPNMIvOtYCv8TxUtN-Ffx4wxxZuls3cZkTw0kS7D-rhioA_xPOU_6691mgotZ94qyqCV4CD9mUrCysNSw', 'username': 'admin', 'password': 'leyaun@2024', 'url': 'http://portal-test.haierschool.cn/', 'env': 'test'}
2024-07-08 10:04:40.253 | INFO     | common.assert_api:assert_api:28 - 断言内容：[200,"==","$.code","int"]
2024-07-08 10:04:52.838 | INFO     | common.assert_api:assert_api:37 - 变量引用后的断言内容：[200,"==","$.code","int"]
2024-07-08 10:05:49.703 | INFO     | conftest:start_end:30 - ===============================================================================================华丽的分割线【结束】===============================================================================================
2024-07-08 10:05:49.714 | INFO     | conftest:start_end:28 - ===============================================================================================华丽的分割线【开始】===============================================================================================
2024-07-08 10:05:49.720 | INFO     | common.condition:skip_if:25 - 
2024-07-08 10:05:49.723 | INFO     | common.api_request:api_request:130 - 接口地址：http://portal-test.haierschool.cn/v/login
2024-07-08 10:05:49.724 | INFO     | common.api_request:api_request:131 - 请求头：{}
2024-07-08 10:05:49.724 | INFO     | common.api_request:api_request:132 - 请求方法：post
2024-07-08 10:05:49.725 | INFO     | common.api_request:api_request:133 - 参数类型：json
2024-07-08 10:05:49.725 | INFO     | common.api_request:api_request:134 - 请求参数：{'username': '22058381', 'password': 'Rxx7758521', 'sysType': '2'}
2024-07-08 10:05:49.726 | INFO     | common.api_request:api_request:135 - 上传文件：{}
2024-07-08 10:05:50.154 | INFO     | common.api_request:api_request:149 - 返回响应：{'msg': '操作成功', 'code': 200, 'mustUpdatePwd': False, 'userId': 3289, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6ImM5NTNkZjA5LTc4M2ItNDJhNi1iMmM2LTFhYjhlNzU3OTRhZiJ9.o9z3Kev3wcyEVM8ZHHVhCL8N0E7-azsOUdioByY_AnI73V0bEwNJPlLgew4wJdAQWKi_KAL-_duQqO-0t5aOXg'}
2024-07-08 10:05:50.158 | INFO     | common.assert_api:assert_api:19 - {'msg': '操作成功', 'code': 200, 'mustUpdatePwd': False, 'userId': 3289, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6ImM5NTNkZjA5LTc4M2ItNDJhNi1iMmM2LTFhYjhlNzU3OTRhZiJ9.o9z3Kev3wcyEVM8ZHHVhCL8N0E7-azsOUdioByY_AnI73V0bEwNJPlLgew4wJdAQWKi_KAL-_duQqO-0t5aOXg'}
2024-07-08 10:05:50.161 | INFO     | common.assert_api:assert_api:26 - 提取参数路径：{"token": "$.token"}
2024-07-08 10:05:50.163 | INFO     | common.assert_api:assert_api:27 - 参数池：{'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6ImM5NTNkZjA5LTc4M2ItNDJhNi1iMmM2LTFhYjhlNzU3OTRhZiJ9.o9z3Kev3wcyEVM8ZHHVhCL8N0E7-azsOUdioByY_AnI73V0bEwNJPlLgew4wJdAQWKi_KAL-_duQqO-0t5aOXg', 'username': 'admin', 'password': 'leyaun@2024', 'url': 'http://portal-test.haierschool.cn/', 'env': 'test'}
2024-07-08 10:05:50.164 | INFO     | common.assert_api:assert_api:28 - 断言内容：[200,"==","$.code","int"]
2024-07-08 10:05:59.424 | INFO     | common.assert_api:assert_api:37 - 变量引用后的断言内容：[200,"==","$.code","int"]
2024-07-08 10:05:59.459 | INFO     | conftest:start_end:30 - ===============================================================================================华丽的分割线【结束】===============================================================================================
2024-07-08 10:05:59.466 | INFO     | conftest:start_end:28 - ===============================================================================================华丽的分割线【开始】===============================================================================================
2024-07-08 10:05:59.470 | INFO     | common.condition:skip_if:25 - 
2024-07-08 10:05:59.472 | INFO     | common.api_request:api_request:130 - 接口地址：http://portal-test.haierschool.cn/v/login
2024-07-08 10:05:59.473 | INFO     | common.api_request:api_request:131 - 请求头：{}
2024-07-08 10:05:59.473 | INFO     | common.api_request:api_request:132 - 请求方法：post
2024-07-08 10:05:59.474 | INFO     | common.api_request:api_request:133 - 参数类型：json
2024-07-08 10:05:59.474 | INFO     | common.api_request:api_request:134 - 请求参数：{'username': '22058381', 'password': 'Rxx7758521', 'sysType': '2'}
2024-07-08 10:05:59.475 | INFO     | common.api_request:api_request:135 - 上传文件：{}
2024-07-08 10:05:59.926 | INFO     | common.api_request:api_request:149 - 返回响应：{'msg': '操作成功', 'code': 200, 'mustUpdatePwd': False, 'userId': 3289, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6IjEzY2ZmODZlLTUzMmQtNDExNi05NzU4LWM3OTYzZDg0MmJjMiJ9.IQ7FaX8QMZXDuCR8gQIX0pUNzC5qSabQ8J6h2NbyXFybPbtbcCi8S6uDyTS5aCKZraxkxE1SDgDDzJnzk69bxg'}
2024-07-08 10:05:59.928 | INFO     | common.assert_api:assert_api:19 - {'msg': '操作成功', 'code': 200, 'mustUpdatePwd': False, 'userId': 3289, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6IjEzY2ZmODZlLTUzMmQtNDExNi05NzU4LWM3OTYzZDg0MmJjMiJ9.IQ7FaX8QMZXDuCR8gQIX0pUNzC5qSabQ8J6h2NbyXFybPbtbcCi8S6uDyTS5aCKZraxkxE1SDgDDzJnzk69bxg'}
2024-07-08 10:05:59.930 | INFO     | common.assert_api:assert_api:26 - 提取参数路径：{"token": "$.token"}
2024-07-08 10:05:59.931 | INFO     | common.assert_api:assert_api:27 - 参数池：{'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6IjEzY2ZmODZlLTUzMmQtNDExNi05NzU4LWM3OTYzZDg0MmJjMiJ9.IQ7FaX8QMZXDuCR8gQIX0pUNzC5qSabQ8J6h2NbyXFybPbtbcCi8S6uDyTS5aCKZraxkxE1SDgDDzJnzk69bxg', 'username': 'admin', 'password': 'leyaun@2024', 'url': 'http://portal-test.haierschool.cn/', 'env': 'test'}
2024-07-08 10:05:59.931 | INFO     | common.assert_api:assert_api:28 - 断言内容：[200,"==","$.code","int"]
2024-07-08 10:06:02.105 | INFO     | common.assert_api:assert_api:37 - 变量引用后的断言内容：[200,"==","$.code","int"]
2024-07-08 10:06:02.163 | INFO     | conftest:start_end:30 - ===============================================================================================华丽的分割线【结束】===============================================================================================
2024-07-08 10:06:02.174 | INFO     | conftest:start_end:28 - ===============================================================================================华丽的分割线【开始】===============================================================================================
2024-07-08 10:06:02.179 | INFO     | common.condition:skip_if:25 - 
2024-07-08 10:06:02.181 | INFO     | common.api_request:api_request:130 - 接口地址：http://portal-test.haierschool.cn/v/login
2024-07-08 10:06:02.182 | INFO     | common.api_request:api_request:131 - 请求头：{}
2024-07-08 10:06:02.182 | INFO     | common.api_request:api_request:132 - 请求方法：post
2024-07-08 10:06:02.183 | INFO     | common.api_request:api_request:133 - 参数类型：json
2024-07-08 10:06:02.183 | INFO     | common.api_request:api_request:134 - 请求参数：{'username': '22058381', 'password': 'Rxx7758521', 'sysType': '2'}
2024-07-08 10:06:02.184 | INFO     | common.api_request:api_request:135 - 上传文件：{}
2024-07-08 10:06:02.608 | INFO     | common.api_request:api_request:149 - 返回响应：{'msg': '操作成功', 'code': 200, 'mustUpdatePwd': False, 'userId': 3289, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6ImE5ZDFhNjJhLWNmYWYtNGUzNS1hYTVhLTA3NTgwYjE5MDNiZiJ9.xk54XvSe33RKX_93a1TR1HzQNreAMKxHl5vwg85w8bZXga85oxG9hOW9wUE4hkB2iQra2nXjeYU4rpa5eJFCSw'}
2024-07-08 10:06:02.613 | INFO     | common.assert_api:assert_api:19 - {'msg': '操作成功', 'code': 200, 'mustUpdatePwd': False, 'userId': 3289, 'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6ImE5ZDFhNjJhLWNmYWYtNGUzNS1hYTVhLTA3NTgwYjE5MDNiZiJ9.xk54XvSe33RKX_93a1TR1HzQNreAMKxHl5vwg85w8bZXga85oxG9hOW9wUE4hkB2iQra2nXjeYU4rpa5eJFCSw'}
2024-07-08 10:06:02.617 | INFO     | common.assert_api:assert_api:26 - 提取参数路径：{"token": "$.token"}
2024-07-08 10:06:02.619 | INFO     | common.assert_api:assert_api:27 - 参数池：{'token': 'eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6ImE5ZDFhNjJhLWNmYWYtNGUzNS1hYTVhLTA3NTgwYjE5MDNiZiJ9.xk54XvSe33RKX_93a1TR1HzQNreAMKxHl5vwg85w8bZXga85oxG9hOW9wUE4hkB2iQra2nXjeYU4rpa5eJFCSw', 'username': 'admin', 'password': 'leyaun@2024', 'url': 'http://portal-test.haierschool.cn/', 'env': 'test'}
2024-07-08 10:06:02.620 | INFO     | common.assert_api:assert_api:28 - 断言内容：[200,"==","$.code","int"]
2024-07-08 10:06:03.872 | INFO     | common.assert_api:assert_api:37 - 变量引用后的断言内容：[200,"==","$.code","int"]
2024-07-08 10:06:03.920 | INFO     | conftest:start_end:30 - ===============================================================================================华丽的分割线【结束】===============================================================================================
2024-07-08 10:06:03.930 | INFO     | conftest:start_end:28 - ===============================================================================================华丽的分割线【开始】===============================================================================================
2024-07-08 10:06:03.935 | INFO     | common.condition:skip_if:25 - 
2024-07-08 10:06:03.938 | INFO     | common.api_request:api_request:130 - 接口地址：http://portal-test.haierschool.cn/v/getInfo
2024-07-08 10:06:03.938 | INFO     | common.api_request:api_request:131 - 请求头：{'Authorization': 'Bearer eyJhbGciOiJIUzUxMiJ9.eyJsb2dpbl91c2VyX2tleSI6ImE5ZDFhNjJhLWNmYWYtNGUzNS1hYTVhLTA3NTgwYjE5MDNiZiJ9.xk54XvSe33RKX_93a1TR1HzQNreAMKxHl5vwg85w8bZXga85oxG9hOW9wUE4hkB2iQra2nXjeYU4rpa5eJFCSw'}
2024-07-08 10:06:03.939 | INFO     | common.api_request:api_request:132 - 请求方法：get
2024-07-08 10:06:03.939 | INFO     | common.api_request:api_request:133 - 参数类型：params
2024-07-08 10:06:03.940 | INFO     | common.api_request:api_request:134 - 请求参数：{}
2024-07-08 10:06:03.940 | INFO     | common.api_request:api_request:135 - 上传文件：{}
