2024-07-02 09:17:32.686 | WARNING  | common.read_exce_yaml_caes:get_excle_all_caes:43 - 这个文件【D:\wf\rxx\./data/env_test/case_excle/~$case_data.xlsx】无法读取,原因:“[Errno 13] Permission denied: 'D:\\wf\\rxx\\./data/env_test/case_excle/~$case_data.xlsx'”,关闭excle再试试…… 
2024-07-02 09:17:33.635 | INFO     | common.assert_api:assert_api:19 - {'code': 200, 'success': True, 'data': {'access_token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0ZW5hbnRfaWQiOiIwMDAwMDAiLCJ1c2VyX25hbWUiOiJhZG1pbiIsInJlYWxfbmFtZSI6IueuoeeQhuWRmCIsImF2YXRhciI6Ii9PU1NfUFJFL2JsYWRleC91cGxvYWQvMjAyMzEwMTgvYmQ1ZTY4MzhjMzMyZjhlNTUxNmY2MzdkNjgwNWY4OTgucG5nIiwiYXV0aG9yaXRpZXMiOlsiYWRtaW5pc3RyYXRvciJdLCJjbGllbnRfaWQiOiJzYWJlciIsInJvbGVfbmFtZSI6ImFkbWluaXN0cmF0b3IiLCJsaWNlbnNlIjoicG93ZXJlZCBieSBibGFkZXgiLCJyZWdpb25Db2RlIjoiMzcwMiIsInBvc3RfaWQiOiIxMTIzNTk4ODE3NzM4Njc1MjAxIiwidXNlcl9pZCI6IjExMjM1OTg4MjE3Mzg2NzUyMDEiLCJyb2xlX2lkIjoiMTEyMzU5ODgxNjczODY3NTIwMSwxNzUwNzA3OTY3MzcyMTExODczIiwicGhvbmUiOiIxNTUyMjMzNDQ1NSIsInNjb3BlIjpbImFsbCJdLCJuaWNrX25hbWUiOiLnrqHnkIblkZgt55So5oi35ZCNIiwib2F1dGhfaWQiOiIiLCJkZXRhaWwiOnsidHlwZSI6IndlYiIsImV4dCI6IntcIm9wZW5JZFwiOlwib2tUVjM2eFZLejFvRmhOc2Z4MXJheW9uaktJY1wiLFwiYXJlYUNvZGVcIjpcIjM3MDJcIn0ifSwiZXhwIjoxNzIwMjQzMDU0LCJkZXB0X2lkIjoiMTEyMzU5ODgxMzczODY3NTIwMSIsImp0aSI6ImZlYzMyZjkxLWU4ZTEtNGQxYS1hYzBkLTFmYzI1M2I0ZmY5ZiIsImFjY291bnQiOiJhZG1pbiJ9.1aujPG9IpBp-gzMOvqSKm-EZ8-svRMx1dsSFW61jdis', 'refresh_token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0ZW5hbnRfaWQiOiIwMDAwMDAiLCJ1c2VyX25hbWUiOiJhZG1pbiIsInJlYWxfbmFtZSI6IueuoeeQhuWRmCIsImF2YXRhciI6Ii9PU1NfUFJFL2JsYWRleC91cGxvYWQvMjAyMzEwMTgvYmQ1ZTY4MzhjMzMyZjhlNTUxNmY2MzdkNjgwNWY4OTgucG5nIiwiYXV0aG9yaXRpZXMiOlsiYWRtaW5pc3RyYXRvciJdLCJjbGllbnRfaWQiOiJzYWJlciIsInJvbGVfbmFtZSI6ImFkbWluaXN0cmF0b3IiLCJsaWNlbnNlIjoicG93ZXJlZCBieSBibGFkZXgiLCJyZWdpb25Db2RlIjoiMzcwMiIsInBvc3RfaWQiOiIxMTIzNTk4ODE3NzM4Njc1MjAxIiwidXNlcl9pZCI6IjExMjM1OTg4MjE3Mzg2NzUyMDEiLCJyb2xlX2lkIjoiMTEyMzU5ODgxNjczODY3NTIwMSwxNzUwNzA3OTY3MzcyMTExODczIiwicGhvbmUiOiIxNTUyMjMzNDQ1NSIsInNjb3BlIjpbImFsbCJdLCJuaWNrX25hbWUiOiLnrqHnkIblkZgt55So5oi35ZCNIiwiYXRpIjoiZmVjMzJmOTEtZThlMS00ZDFhLWFjMGQtMWZjMjUzYjRmZjlmIiwib2F1dGhfaWQiOiIiLCJkZXRhaWwiOnsidHlwZSI6IndlYiIsImV4dCI6IntcIm9wZW5JZFwiOlwib2tUVjM2eFZLejFvRmhOc2Z4MXJheW9uaktJY1wiLFwiYXJlYUNvZGVcIjpcIjM3MDJcIn0ifSwiZXhwIjoxNzIwNDg3ODU0LCJkZXB0X2lkIjoiMTEyMzU5ODgxMzczODY3NTIwMSIsImp0aSI6IjQyNDljYzJiLTQ2OTMtNDE0NS05OTIxLTExNTMyOWEzOTU0ZiIsImFjY291bnQiOiJhZG1pbiJ9.Gm0ZkLRNl1sw5Fbaqyc1l1OIpbxU2gkm1OV_NaFuv9I', 'token_type': 'bearer', 'expires_in': 359999, 'scope': 'all', 'tenant_id': '000000', 'user_name': 'admin', 'real_name': '管理员', 'avatar': '/OSS_PRE/bladex/upload/20231018/bd5e6838c332f8e5516f637d6805f898.png', 'client_id': 'saber', 'role_name': 'administrator', 'license': 'powered by bladex', 'regionCode': '3702', 'post_id': '1123598817738675201', 'user_id': '1123598821738675201', 'role_id': '1123598816738675201,1750707967372111873', 'phone': '15522334455', 'nick_name': '管理员-用户名', 'oauth_id': '', 'detail': {'type': 'web', 'ext': '{"openId":"okTV36xVKz1oFhNsfx1rayonjKIc","areaCode":"3702"}'}, 'dept_id': '1123598813738675201', 'account': 'admin', 'jti': 'fec32f91-e8e1-4d1a-ac0d-1fc253b4ff9f'}, 'msg': '操作成功'}
2024-07-02 09:17:33.646 | INFO     | common.assert_api:assert_api:26 - 提取参数路径：{"access_token": "$.data.access_token"}
2024-07-02 09:17:33.648 | INFO     | common.assert_api:assert_api:27 - 参数池：{'token': '', 'username': 'admin', 'password': 'leyaun@2024', 'url': 'http://139.129.193.4:9982/api', 'env': 'test', 'access_token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0ZW5hbnRfaWQiOiIwMDAwMDAiLCJ1c2VyX25hbWUiOiJhZG1pbiIsInJlYWxfbmFtZSI6IueuoeeQhuWRmCIsImF2YXRhciI6Ii9PU1NfUFJFL2JsYWRleC91cGxvYWQvMjAyMzEwMTgvYmQ1ZTY4MzhjMzMyZjhlNTUxNmY2MzdkNjgwNWY4OTgucG5nIiwiYXV0aG9yaXRpZXMiOlsiYWRtaW5pc3RyYXRvciJdLCJjbGllbnRfaWQiOiJzYWJlciIsInJvbGVfbmFtZSI6ImFkbWluaXN0cmF0b3IiLCJsaWNlbnNlIjoicG93ZXJlZCBieSBibGFkZXgiLCJyZWdpb25Db2RlIjoiMzcwMiIsInBvc3RfaWQiOiIxMTIzNTk4ODE3NzM4Njc1MjAxIiwidXNlcl9pZCI6IjExMjM1OTg4MjE3Mzg2NzUyMDEiLCJyb2xlX2lkIjoiMTEyMzU5ODgxNjczODY3NTIwMSwxNzUwNzA3OTY3MzcyMTExODczIiwicGhvbmUiOiIxNTUyMjMzNDQ1NSIsInNjb3BlIjpbImFsbCJdLCJuaWNrX25hbWUiOiLnrqHnkIblkZgt55So5oi35ZCNIiwib2F1dGhfaWQiOiIiLCJkZXRhaWwiOnsidHlwZSI6IndlYiIsImV4dCI6IntcIm9wZW5JZFwiOlwib2tUVjM2eFZLejFvRmhOc2Z4MXJheW9uaktJY1wiLFwiYXJlYUNvZGVcIjpcIjM3MDJcIn0ifSwiZXhwIjoxNzIwMjQzMDU0LCJkZXB0X2lkIjoiMTEyMzU5ODgxMzczODY3NTIwMSIsImp0aSI6ImZlYzMyZjkxLWU4ZTEtNGQxYS1hYzBkLTFmYzI1M2I0ZmY5ZiIsImFjY291bnQiOiJhZG1pbiJ9.1aujPG9IpBp-gzMOvqSKm-EZ8-svRMx1dsSFW61jdis'}
2024-07-02 09:17:33.652 | INFO     | common.assert_api:assert_api:28 - 断言内容：[[200,"==","$.code","int"]]
2024-07-02 09:17:33.657 | INFO     | common.assert_api:assert_api:36 - 变量引用后的断言内容：[[200, '==', '$.code', 'int']]
2024-07-02 09:17:33.661 | INFO     | common.assert_api:assert_api:63 - asser_results = 200 == 200
2024-07-02 09:17:33.664 | INFO     | common.assert_api:assert_api:82 - [200, '==', '$.code', 'int']
2024-07-02 09:17:33.667 | INFO     | common.assert_api:assert_api:100 - {'code': 200, 'success': True, 'data': {'access_token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0ZW5hbnRfaWQiOiIwMDAwMDAiLCJ1c2VyX25hbWUiOiJhZG1pbiIsInJlYWxfbmFtZSI6IueuoeeQhuWRmCIsImF2YXRhciI6Ii9PU1NfUFJFL2JsYWRleC91cGxvYWQvMjAyMzEwMTgvYmQ1ZTY4MzhjMzMyZjhlNTUxNmY2MzdkNjgwNWY4OTgucG5nIiwiYXV0aG9yaXRpZXMiOlsiYWRtaW5pc3RyYXRvciJdLCJjbGllbnRfaWQiOiJzYWJlciIsInJvbGVfbmFtZSI6ImFkbWluaXN0cmF0b3IiLCJsaWNlbnNlIjoicG93ZXJlZCBieSBibGFkZXgiLCJyZWdpb25Db2RlIjoiMzcwMiIsInBvc3RfaWQiOiIxMTIzNTk4ODE3NzM4Njc1MjAxIiwidXNlcl9pZCI6IjExMjM1OTg4MjE3Mzg2NzUyMDEiLCJyb2xlX2lkIjoiMTEyMzU5ODgxNjczODY3NTIwMSwxNzUwNzA3OTY3MzcyMTExODczIiwicGhvbmUiOiIxNTUyMjMzNDQ1NSIsInNjb3BlIjpbImFsbCJdLCJuaWNrX25hbWUiOiLnrqHnkIblkZgt55So5oi35ZCNIiwib2F1dGhfaWQiOiIiLCJkZXRhaWwiOnsidHlwZSI6IndlYiIsImV4dCI6IntcIm9wZW5JZFwiOlwib2tUVjM2eFZLejFvRmhOc2Z4MXJheW9uaktJY1wiLFwiYXJlYUNvZGVcIjpcIjM3MDJcIn0ifSwiZXhwIjoxNzIwMjQzMDU0LCJkZXB0X2lkIjoiMTEyMzU5ODgxMzczODY3NTIwMSIsImp0aSI6ImZlYzMyZjkxLWU4ZTEtNGQxYS1hYzBkLTFmYzI1M2I0ZmY5ZiIsImFjY291bnQiOiJhZG1pbiJ9.1aujPG9IpBp-gzMOvqSKm-EZ8-svRMx1dsSFW61jdis', 'refresh_token': 'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0ZW5hbnRfaWQiOiIwMDAwMDAiLCJ1c2VyX25hbWUiOiJhZG1pbiIsInJlYWxfbmFtZSI6IueuoeeQhuWRmCIsImF2YXRhciI6Ii9PU1NfUFJFL2JsYWRleC91cGxvYWQvMjAyMzEwMTgvYmQ1ZTY4MzhjMzMyZjhlNTUxNmY2MzdkNjgwNWY4OTgucG5nIiwiYXV0aG9yaXRpZXMiOlsiYWRtaW5pc3RyYXRvciJdLCJjbGllbnRfaWQiOiJzYWJlciIsInJvbGVfbmFtZSI6ImFkbWluaXN0cmF0b3IiLCJsaWNlbnNlIjoicG93ZXJlZCBieSBibGFkZXgiLCJyZWdpb25Db2RlIjoiMzcwMiIsInBvc3RfaWQiOiIxMTIzNTk4ODE3NzM4Njc1MjAxIiwidXNlcl9pZCI6IjExMjM1OTg4MjE3Mzg2NzUyMDEiLCJyb2xlX2lkIjoiMTEyMzU5ODgxNjczODY3NTIwMSwxNzUwNzA3OTY3MzcyMTExODczIiwicGhvbmUiOiIxNTUyMjMzNDQ1NSIsInNjb3BlIjpbImFsbCJdLCJuaWNrX25hbWUiOiLnrqHnkIblkZgt55So5oi35ZCNIiwiYXRpIjoiZmVjMzJmOTEtZThlMS00ZDFhLWFjMGQtMWZjMjUzYjRmZjlmIiwib2F1dGhfaWQiOiIiLCJkZXRhaWwiOnsidHlwZSI6IndlYiIsImV4dCI6IntcIm9wZW5JZFwiOlwib2tUVjM2eFZLejFvRmhOc2Z4MXJheW9uaktJY1wiLFwiYXJlYUNvZGVcIjpcIjM3MDJcIn0ifSwiZXhwIjoxNzIwNDg3ODU0LCJkZXB0X2lkIjoiMTEyMzU5ODgxMzczODY3NTIwMSIsImp0aSI6IjQyNDljYzJiLTQ2OTMtNDE0NS05OTIxLTExNTMyOWEzOTU0ZiIsImFjY291bnQiOiJhZG1pbiJ9.Gm0ZkLRNl1sw5Fbaqyc1l1OIpbxU2gkm1OV_NaFuv9I', 'token_type': 'bearer', 'expires_in': 359999, 'scope': 'all', 'tenant_id': '000000', 'user_name': 'admin', 'real_name': '管理员', 'avatar': '/OSS_PRE/bladex/upload/20231018/bd5e6838c332f8e5516f637d6805f898.png', 'client_id': 'saber', 'role_name': 'administrator', 'license': 'powered by bladex', 'regionCode': '3702', 'post_id': '1123598817738675201', 'user_id': '1123598821738675201', 'role_id': '1123598816738675201,1750707967372111873', 'phone': '15522334455', 'nick_name': '管理员-用户名', 'oauth_id': '', 'detail': {'type': 'web', 'ext': '{"openId":"okTV36xVKz1oFhNsfx1rayonjKIc","areaCode":"3702"}'}, 'dept_id': '1123598813738675201', 'account': 'admin', 'jti': 'fec32f91-e8e1-4d1a-ac0d-1fc253b4ff9f'}, 'msg': '操作成功'}
2024-07-02 09:17:33.678 | INFO     | common.assert_api:assert_api:113 - [True]
2024-07-02 09:17:33.688 | INFO     | conftest:start_end:30 - ===============================================================================================华丽的分割线【结束】===============================================================================================
2024-07-02 09:17:33.716 | INFO     | conftest:start_end:28 - ===============================================================================================华丽的分割线【开始】===============================================================================================
2024-07-02 09:17:33.726 | INFO     | common.condition:skip_if:25 - 
2024-07-02 09:17:33.741 | INFO     | common.api_request:api_request:130 - 接口地址：http://139.129.193.4:9982/api/blade-supply/point/list?size=10&current=1&pageNum=1&pageSize=10&systemFlag=supply
2024-07-02 09:17:33.744 | INFO     | common.api_request:api_request:131 - 请求头：{'Blade-Auth': 'bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0ZW5hbnRfaWQiOiIwMDAwMDAiLCJ1c2VyX25hbWUiOiJhZG1pbiIsInJlYWxfbmFtZSI6IueuoeeQhuWRmCIsImF2YXRhciI6Ii9PU1NfUFJFL2JsYWRleC91cGxvYWQvMjAyMzEwMTgvYmQ1ZTY4MzhjMzMyZjhlNTUxNmY2MzdkNjgwNWY4OTgucG5nIiwiYXV0aG9yaXRpZXMiOlsiYWRtaW5pc3RyYXRvciJdLCJjbGllbnRfaWQiOiJzYWJlciIsInJvbGVfbmFtZSI6ImFkbWluaXN0cmF0b3IiLCJsaWNlbnNlIjoicG93ZXJlZCBieSBibGFkZXgiLCJyZWdpb25Db2RlIjoiMzcwMiIsInBvc3RfaWQiOiIxMTIzNTk4ODE3NzM4Njc1MjAxIiwidXNlcl9pZCI6IjExMjM1OTg4MjE3Mzg2NzUyMDEiLCJyb2xlX2lkIjoiMTEyMzU5ODgxNjczODY3NTIwMSwxNzUwNzA3OTY3MzcyMTExODczIiwicGhvbmUiOiIxNTUyMjMzNDQ1NSIsInNjb3BlIjpbImFsbCJdLCJuaWNrX25hbWUiOiLnrqHnkIblkZgt55So5oi35ZCNIiwib2F1dGhfaWQiOiIiLCJkZXRhaWwiOnsidHlwZSI6IndlYiIsImV4dCI6IntcIm9wZW5JZFwiOlwib2tUVjM2eFZLejFvRmhOc2Z4MXJheW9uaktJY1wiLFwiYXJlYUNvZGVcIjpcIjM3MDJcIn0ifSwiZXhwIjoxNzIwMjQzMDU0LCJkZXB0X2lkIjoiMTEyMzU5ODgxMzczODY3NTIwMSIsImp0aSI6ImZlYzMyZjkxLWU4ZTEtNGQxYS1hYzBkLTFmYzI1M2I0ZmY5ZiIsImFjY291bnQiOiJhZG1pbiJ9.1aujPG9IpBp-gzMOvqSKm-EZ8-svRMx1dsSFW61jdis'}
2024-07-02 09:17:33.748 | INFO     | common.api_request:api_request:132 - 请求方法：get
2024-07-02 09:17:33.753 | INFO     | common.api_request:api_request:133 - 参数类型：params
2024-07-02 09:17:33.755 | INFO     | common.api_request:api_request:134 - 请求参数：{}
2024-07-02 09:17:33.757 | INFO     | common.api_request:api_request:135 - 上传文件：{}
